,concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,org:group,case:concept:name,case:variant,case:variant-index,case:creator
6154,Accepted-In Progress,complete,Christofer-Org line A2,2012-04-05 18:53:25+00:00,Accepted-In Progress,Christofer,Org line A2,1-709802861,Variant 30,30,Fluxicon Disco
6155,Queued-Awaiting Assignment,complete,Christofer-Org line A2,2012-04-05 18:53:26+00:00,Queued-Awaiting Assignment,Christofer,Org line A2,1-709802861,Variant 30,30,Fluxicon Disco
6156,Accepted-In Progress,complete,Christofer-Org line A2,2012-05-03 14:07:10+00:00,Accepted-In Progress,Christofer,Org line A2,1-709802861,Variant 30,30,Fluxicon Disco
6157,Accepted-In Progress,complete,Christofer-Org line A2,2012-05-03 14:12:00+00:00,Accepted-In Progress,Christofer,Org line A2,1-709802861,Variant 30,30,Fluxicon Disco
6158,Completed-Closed,complete,Christofer-Org line A2,2012-05-03 14:36:44+00:00,Completed-Closed,Christofer,Org line A2,1-709802861,Variant 30,30,Fluxicon Disco
6159,Accepted-In Progress,complete,Allan-Org line C,2012-04-06 05:39:22+00:00,Accepted-In Progress,Allan,Org line C,1-710065204,Variant 1,1,Fluxicon Disco
6160,Completed-Closed,complete,Allan-Org line C,2012-04-06 05:42:16+00:00,Completed-Closed,Allan,Org line C,1-710065204,Variant 1,1,Fluxicon Disco
6161,Accepted-In Progress,complete,Praveen-Org line C,2012-04-06 09:34:34+00:00,Accepted-In Progress,Praveen,Org line C,1-710114300,Variant 314,314,Fluxicon Disco
6162,Queued-Awaiting Assignment,complete,Praveen-Org line C,2012-04-06 09:45:33+00:00,Queued-Awaiting Assignment,Praveen,Org line C,1-710114300,Variant 314,314,Fluxicon Disco
6163,Accepted-In Progress,complete,Pankaj-Org line C,2012-04-06 10:10:47+00:00,Accepted-In Progress,Pankaj,Org line C,1-710114300,Variant 314,314,Fluxicon Disco
6164,Accepted-Assigned,complete,Raja-Org line C,2012-04-06 10:11:37+00:00,Accepted-Assigned,Raja,Org line C,1-710114300,Variant 314,314,Fluxicon Disco
6165,Queued-Awaiting Assignment,complete,Martin-Org line C,2012-04-06 11:54:31+00:00,Queued-Awaiting Assignment,Martin,Org line C,1-710114300,Variant 314,314,Fluxicon Disco
6166,Accepted-In Progress,complete,Aurelien-Org line C,2012-04-10 14:54:26+00:00,Accepted-In Progress,Aurelien,Org line C,1-710114300,Variant 314,314,Fluxicon Disco
6167,Queued-Awaiting Assignment,complete,Bruno-Org line C,2012-04-10 15:05:50+00:00,Queued-Awaiting Assignment,Bruno,Org line C,1-710114300,Variant 314,314,Fluxicon Disco
6168,Accepted-In Progress,complete,Bruno-Org line C,2012-04-16 09:18:09+00:00,Accepted-In Progress,Bruno,Org line C,1-710114300,Variant 314,314,Fluxicon Disco
6169,Queued-Awaiting Assignment,complete,Jonathan-Org line C,2012-04-16 09:19:05+00:00,Queued-Awaiting Assignment,Jonathan,Org line C,1-710114300,Variant 314,314,Fluxicon Disco
6170,Accepted-In Progress,complete,Jonathan-Org line C,2012-05-14 08:27:11+00:00,Accepted-In Progress,Jonathan,Org line C,1-710114300,Variant 314,314,Fluxicon Disco
6171,Completed-Closed,complete,Jonathan-Org line C,2012-05-14 08:27:48+00:00,Completed-Closed,Jonathan,Org line C,1-710114300,Variant 314,314,Fluxicon Disco
6172,Accepted-In Progress,complete,Anna-Org line A2,2012-04-06 10:11:21+00:00,Accepted-In Progress,Anna,Org line A2,1-710109531,Variant 1,1,Fluxicon Disco
6173,Completed-Closed,complete,Anna-Org line A2,2012-04-06 12:26:37+00:00,Completed-Closed,Anna,Org line A2,1-710109531,Variant 1,1,Fluxicon Disco
6174,Accepted-In Progress,complete,Ewa-Org line G3,2012-04-06 23:24:46+00:00,Accepted-In Progress,Ewa,Org line G3,1-710269195,Variant 1,1,Fluxicon Disco
6175,Completed-Closed,complete,Ewa-Org line G3,2012-04-06 23:38:14+00:00,Completed-Closed,Ewa,Org line G3,1-710269195,Variant 1,1,Fluxicon Disco
6176,Accepted-In Progress,complete,Ewa-Org line G3,2012-04-08 20:25:23+00:00,Accepted-In Progress,Ewa,Org line G3,1-712814266,Variant 1,1,Fluxicon Disco
6177,Completed-Closed,complete,Ewa-Org line G3,2012-04-08 20:26:15+00:00,Completed-Closed,Ewa,Org line G3,1-712814266,Variant 1,1,Fluxicon Disco
6178,Accepted-In Progress,complete,Inger-Org line C,2012-04-09 06:37:33+00:00,Accepted-In Progress,Inger,Org line C,1-712856449,Variant 5,5,Fluxicon Disco
6179,Queued-Awaiting Assignment,complete,Inger-Org line C,2012-04-09 06:39:47+00:00,Queued-Awaiting Assignment,Inger,Org line C,1-712856449,Variant 5,5,Fluxicon Disco
6180,Accepted-In Progress,complete,Amar-Org line C,2012-04-09 07:02:57+00:00,Accepted-In Progress,Amar,Org line C,1-712856449,Variant 5,5,Fluxicon Disco
6181,Completed-Closed,complete,Amar-Org line C,2012-04-16 09:59:43+00:00,Completed-Closed,Amar,Org line C,1-712856449,Variant 5,5,Fluxicon Disco
6182,Accepted-In Progress,complete,Donald-Org line C,2012-04-09 16:18:44+00:00,Accepted-In Progress,Donald,Org line C,1-712972277,Variant 1,1,Fluxicon Disco
6183,Completed-Closed,complete,Donald-Org line C,2012-04-09 16:22:22+00:00,Completed-Closed,Donald,Org line C,1-712972277,Variant 1,1,Fluxicon Disco
6184,Accepted-In Progress,complete,Thiago-Org line B,2012-04-10 00:03:09+00:00,Accepted-In Progress,Thiago,Org line B,1-713106267,Variant 4,4,Fluxicon Disco
6185,Accepted-In Progress,complete,Thiago-Org line B,2012-05-15 21:33:02+00:00,Accepted-In Progress,Thiago,Org line B,1-713106267,Variant 4,4,Fluxicon Disco
6186,Completed-Closed,complete,Thiago-Org line B,2012-05-15 21:46:34+00:00,Completed-Closed,Thiago,Org line B,1-713106267,Variant 4,4,Fluxicon Disco
6187,Accepted-In Progress,complete,Ewa-Org line G3,2012-04-10 08:30:09+00:00,Accepted-In Progress,Ewa,Org line G3,1-715479377,Variant 1,1,Fluxicon Disco
6188,Completed-Closed,complete,Ewa-Org line G3,2012-04-10 08:31:00+00:00,Completed-Closed,Ewa,Org line G3,1-715479377,Variant 1,1,Fluxicon Disco
6189,Accepted-In Progress,complete,Martin-Org line C,2012-04-10 11:37:14+00:00,Accepted-In Progress,Martin,Org line C,1-715638561,Variant 5,5,Fluxicon Disco
6190,Queued-Awaiting Assignment,complete,Martin-Org line C,2012-04-10 11:44:34+00:00,Queued-Awaiting Assignment,Martin,Org line C,1-715638561,Variant 5,5,Fluxicon Disco
6191,Accepted-In Progress,complete,Pascal-Org line C,2012-04-10 12:09:18+00:00,Accepted-In Progress,Pascal,Org line C,1-715638561,Variant 5,5,Fluxicon Disco
6192,Completed-Closed,complete,Pascal-Org line C,2012-04-10 12:41:51+00:00,Completed-Closed,Pascal,Org line C,1-715638561,Variant 5,5,Fluxicon Disco
6193,Accepted-In Progress,complete,Martin-Org line C,2012-04-10 12:13:57+00:00,Accepted-In Progress,Martin,Org line C,1-715660478,Variant 12,12,Fluxicon Disco
6194,Completed-Closed,complete,Martin-Org line C,2012-04-10 12:18:10+00:00,Completed-Closed,Martin,Org line C,1-715660478,Variant 12,12,Fluxicon Disco
6195,Accepted-In Progress,complete,Martin-Org line C,2012-04-13 08:32:19+00:00,Accepted-In Progress,Martin,Org line C,1-715660478,Variant 12,12,Fluxicon Disco
6196,Completed-Closed,complete,Martin-Org line C,2012-04-23 12:37:54+00:00,Completed-Closed,Martin,Org line C,1-715660478,Variant 12,12,Fluxicon Disco
6197,Accepted-In Progress,complete,Dieter-Org line C,2012-04-10 12:32:50+00:00,Accepted-In Progress,Dieter,Org line C,1-715674227,Variant 1,1,Fluxicon Disco
6198,Completed-Closed,complete,Dieter-Org line C,2012-05-11 09:03:56+00:00,Completed-Closed,Dieter,Org line C,1-715674227,Variant 1,1,Fluxicon Disco
6199,Accepted-In Progress,complete,Mariusz-Org line C,2012-04-10 13:00:58+00:00,Accepted-In Progress,Mariusz,Org line C,1-715703591,Variant 1,1,Fluxicon Disco
6200,Completed-Closed,complete,Mariusz-Org line C,2012-04-13 08:28:58+00:00,Completed-Closed,Mariusz,Org line C,1-715703591,Variant 1,1,Fluxicon Disco
6201,Accepted-In Progress,complete,Gunilla-Org line A2,2012-04-10 15:46:49+00:00,Accepted-In Progress,Gunilla,Org line A2,1-715860062,Variant 5,5,Fluxicon Disco
6202,Queued-Awaiting Assignment,complete,Gunilla-Org line A2,2012-04-10 15:54:09+00:00,Queued-Awaiting Assignment,Gunilla,Org line A2,1-715860062,Variant 5,5,Fluxicon Disco
6203,Accepted-In Progress,complete,Ola-Org line A2,2012-04-11 08:36:14+00:00,Accepted-In Progress,Ola,Org line A2,1-715860062,Variant 5,5,Fluxicon Disco
6204,Completed-Closed,complete,Ola-Org line A2,2012-04-19 08:02:37+00:00,Completed-Closed,Ola,Org line A2,1-715860062,Variant 5,5,Fluxicon Disco
6205,Queued-Awaiting Assignment,complete,Rakesh-Org line C,2012-04-11 06:38:08+00:00,Queued-Awaiting Assignment,Rakesh,Org line C,1-716154984,Variant 8,8,Fluxicon Disco
6206,Accepted-In Progress,complete,Tarun-Org line C,2012-04-11 06:40:27+00:00,Accepted-In Progress,Tarun,Org line C,1-716154984,Variant 8,8,Fluxicon Disco
6207,Completed-Closed,complete,Tarun-Org line C,2012-04-24 07:07:44+00:00,Completed-Closed,Tarun,Org line C,1-716154984,Variant 8,8,Fluxicon Disco
6208,Accepted-In Progress,complete,Désirée-Org line C,2012-04-11 17:32:25+00:00,Accepted-In Progress,Désirée,Org line C,1-716571976,Variant 44,44,Fluxicon Disco
6209,Completed-Closed,complete,Désirée-Org line C,2012-05-14 14:33:15+00:00,Completed-Closed,Désirée,Org line C,1-716571976,Variant 44,44,Fluxicon Disco
6210,Accepted-In Progress,complete,Désirée-Org line C,2012-05-16 15:33:12+00:00,Accepted-In Progress,Désirée,Org line C,1-716571976,Variant 44,44,Fluxicon Disco
6211,Queued-Awaiting Assignment,complete,Désirée-Org line C,2012-05-16 15:43:44+00:00,Queued-Awaiting Assignment,Désirée,Org line C,1-716571976,Variant 44,44,Fluxicon Disco
6212,Accepted-In Progress,complete,Anette-Org line C,2012-05-18 05:26:00+00:00,Accepted-In Progress,Anette,Org line C,1-716571976,Variant 44,44,Fluxicon Disco
6213,Completed-Closed,complete,Anette-Org line C,2012-05-18 05:26:25+00:00,Completed-Closed,Anette,Org line C,1-716571976,Variant 44,44,Fluxicon Disco
6214,Accepted-In Progress,complete,Anders-Org line A2,2012-04-12 13:21:26+00:00,Accepted-In Progress,Anders,Org line A2,1-717122893,Variant 9,9,Fluxicon Disco
6215,Queued-Awaiting Assignment,complete,Anders-Org line A2,2012-04-12 13:23:04+00:00,Queued-Awaiting Assignment,Anders,Org line A2,1-717122893,Variant 9,9,Fluxicon Disco
6216,Accepted-In Progress,complete,Rafal-Org line A2,2012-04-12 13:25:53+00:00,Accepted-In Progress,Rafal,Org line A2,1-717122893,Variant 9,9,Fluxicon Disco
6217,Accepted-Wait,complete,Rafal-Org line A2,2012-04-18 15:06:33+00:00,Accepted-Wait,Rafal,Org line A2,1-717122893,Variant 9,9,Fluxicon Disco
6218,Completed-Closed,complete,Rafal-Org line A2,2012-05-23 12:25:14+00:00,Completed-Closed,Rafal,Org line A2,1-717122893,Variant 9,9,Fluxicon Disco
6219,Accepted-In Progress,complete,Gitt-Org line C,2012-04-12 13:35:00+00:00,Accepted-In Progress,Gitt,Org line C,1-717222893,Variant 5,5,Fluxicon Disco
6220,Queued-Awaiting Assignment,complete,Gitt-Org line C,2012-04-12 13:40:06+00:00,Queued-Awaiting Assignment,Gitt,Org line C,1-717222893,Variant 5,5,Fluxicon Disco
6221,Accepted-In Progress,complete,Alexander-Org line C,2012-04-13 14:10:52+00:00,Accepted-In Progress,Alexander,Org line C,1-717222893,Variant 5,5,Fluxicon Disco
6222,Completed-Closed,complete,Alexander-Org line C,2012-04-13 14:13:44+00:00,Completed-Closed,Alexander,Org line C,1-717222893,Variant 5,5,Fluxicon Disco
6223,Accepted-In Progress,complete,Gitt-Org line C,2012-04-12 14:12:45+00:00,Accepted-In Progress,Gitt,Org line C,1-717275094,Variant 5,5,Fluxicon Disco
6224,Queued-Awaiting Assignment,complete,Gitt-Org line C,2012-04-12 14:17:17+00:00,Queued-Awaiting Assignment,Gitt,Org line C,1-717275094,Variant 5,5,Fluxicon Disco
6225,Accepted-In Progress,complete,Alexander-Org line C,2012-04-13 14:11:01+00:00,Accepted-In Progress,Alexander,Org line C,1-717275094,Variant 5,5,Fluxicon Disco
6226,Completed-Closed,complete,Alexander-Org line C,2012-04-13 14:15:05+00:00,Completed-Closed,Alexander,Org line C,1-717275094,Variant 5,5,Fluxicon Disco
6227,Accepted-In Progress,complete,Mariusz-Org line A2,2012-04-13 10:19:48+00:00,Accepted-In Progress,Mariusz,Org line A2,1-717838591,Variant 1,1,Fluxicon Disco
6228,Completed-Closed,complete,Mariusz-Org line A2,2012-05-31 09:10:27+00:00,Completed-Closed,Mariusz,Org line A2,1-717838591,Variant 1,1,Fluxicon Disco
6229,Accepted-In Progress,complete,Ewa-Org line G3,2012-04-13 10:30:07+00:00,Accepted-In Progress,Ewa,Org line G3,1-717801169,Variant 1,1,Fluxicon Disco
6230,Completed-Closed,complete,Ewa-Org line G3,2012-04-13 10:32:34+00:00,Completed-Closed,Ewa,Org line G3,1-717801169,Variant 1,1,Fluxicon Disco
6231,Accepted-In Progress,complete,Anders-Org line C,2012-04-13 12:02:00+00:00,Accepted-In Progress,Anders,Org line C,1-717713590,Variant 4,4,Fluxicon Disco
6232,Accepted-In Progress,complete,Anders-Org line C,2012-05-21 10:37:20+00:00,Accepted-In Progress,Anders,Org line C,1-717713590,Variant 4,4,Fluxicon Disco
6233,Completed-Closed,complete,Anders-Org line C,2012-05-21 10:37:30+00:00,Completed-Closed,Anders,Org line C,1-717713590,Variant 4,4,Fluxicon Disco
6234,Accepted-In Progress,complete,James-Org line V11,2012-04-13 14:09:26+00:00,Accepted-In Progress,James,Org line V11,1-718031374,Variant 4,4,Fluxicon Disco
6235,Accepted-In Progress,complete,James-Org line V11,2012-04-24 13:36:45+00:00,Accepted-In Progress,James,Org line V11,1-718031374,Variant 4,4,Fluxicon Disco
6236,Completed-Closed,complete,James-Org line V11,2012-04-24 13:36:59+00:00,Completed-Closed,James,Org line V11,1-718031374,Variant 4,4,Fluxicon Disco
6237,Accepted-In Progress,complete,Ewa-Org line G3,2012-04-13 14:11:31+00:00,Accepted-In Progress,Ewa,Org line G3,1-717852570,Variant 1,1,Fluxicon Disco
6238,Completed-Closed,complete,Ewa-Org line G3,2012-04-13 14:12:14+00:00,Completed-Closed,Ewa,Org line G3,1-717852570,Variant 1,1,Fluxicon Disco
6239,Accepted-In Progress,complete,Murali-Org line B,2012-04-13 15:58:57+00:00,Accepted-In Progress,Murali,Org line B,1-718132104,Variant 1,1,Fluxicon Disco
6240,Completed-Closed,complete,Murali-Org line B,2012-04-19 10:58:02+00:00,Completed-Closed,Murali,Org line B,1-718132104,Variant 1,1,Fluxicon Disco
6241,Queued-Awaiting Assignment,complete,Robert-Org line C,2012-04-13 16:20:12+00:00,Queued-Awaiting Assignment,Robert,Org line C,1-718056641,Variant 315,315,Fluxicon Disco
6242,Accepted-Assigned,complete,Christy-Org line C,2012-04-13 19:09:17+00:00,Accepted-Assigned,Christy,Org line C,1-718056641,Variant 315,315,Fluxicon Disco
6243,Completed-Closed,complete,Christy-Org line C,2012-05-11 20:00:27+00:00,Completed-Closed,Christy,Org line C,1-718056641,Variant 315,315,Fluxicon Disco
6244,Accepted-In Progress,complete,Pranesh-Org line C,2012-04-16 07:49:05+00:00,Accepted-In Progress,Pranesh,Org line C,1-718973785,Variant 9,9,Fluxicon Disco
6245,Queued-Awaiting Assignment,complete,Pranesh-Org line C,2012-04-16 08:01:35+00:00,Queued-Awaiting Assignment,Pranesh,Org line C,1-718973785,Variant 9,9,Fluxicon Disco
6246,Accepted-In Progress,complete,Venkanna-Org line C,2012-04-16 08:51:04+00:00,Accepted-In Progress,Venkanna,Org line C,1-718973785,Variant 9,9,Fluxicon Disco
6247,Accepted-Wait,complete,Venkanna-Org line C,2012-05-03 08:07:07+00:00,Accepted-Wait,Venkanna,Org line C,1-718973785,Variant 9,9,Fluxicon Disco
6248,Completed-Closed,complete,Venkanna-Org line C,2012-05-18 15:19:35+00:00,Completed-Closed,Venkanna,Org line C,1-718973785,Variant 9,9,Fluxicon Disco
6249,Accepted-In Progress,complete,Per-Olof-Org line C,2012-04-16 08:17:43+00:00,Accepted-In Progress,Per-Olof,Org line C,1-718960811,Variant 3,3,Fluxicon Disco
6250,Accepted-Wait,complete,Per-Olof-Org line C,2012-04-16 08:22:03+00:00,Accepted-Wait,Per-Olof,Org line C,1-718960811,Variant 3,3,Fluxicon Disco
6251,Completed-Closed,complete,Per-Olof-Org line C,2012-05-07 13:04:40+00:00,Completed-Closed,Per-Olof,Org line C,1-718960811,Variant 3,3,Fluxicon Disco
6252,Accepted-In Progress,complete,Florent-Org line C,2012-04-16 10:15:04+00:00,Accepted-In Progress,Florent,Org line C,1-718958603,Variant 1,1,Fluxicon Disco
6253,Completed-Closed,complete,Florent-Org line C,2012-04-16 10:17:25+00:00,Completed-Closed,Florent,Org line C,1-718958603,Variant 1,1,Fluxicon Disco
6254,Accepted-In Progress,complete,Harshavardhan-Org line G4,2012-04-16 11:57:54+00:00,Accepted-In Progress,Harshavardhan,Org line G4,1-719199254,Variant 316,316,Fluxicon Disco
6255,Accepted-In Progress,complete,Harshavardhan-Org line G4,2012-04-20 14:05:40+00:00,Accepted-In Progress,Harshavardhan,Org line G4,1-719199254,Variant 316,316,Fluxicon Disco
6256,Completed-Closed,complete,Harshavardhan-Org line G4,2012-04-20 14:06:14+00:00,Completed-Closed,Harshavardhan,Org line G4,1-719199254,Variant 316,316,Fluxicon Disco
6257,Accepted-In Progress,complete,Harshavardhan-Org line G4,2012-05-16 15:30:33+00:00,Accepted-In Progress,Harshavardhan,Org line G4,1-719199254,Variant 316,316,Fluxicon Disco
6258,Completed-Closed,complete,Harshavardhan-Org line G4,2012-05-16 15:32:44+00:00,Completed-Closed,Harshavardhan,Org line G4,1-719199254,Variant 316,316,Fluxicon Disco
6259,Accepted-In Progress,complete,Harshavardhan-Org line G4,2012-05-16 15:32:48+00:00,Accepted-In Progress,Harshavardhan,Org line G4,1-719199254,Variant 316,316,Fluxicon Disco
6260,Completed-Closed,complete,Harshavardhan-Org line G4,2012-05-16 15:32:55+00:00,Completed-Closed,Harshavardhan,Org line G4,1-719199254,Variant 316,316,Fluxicon Disco
6261,Accepted-In Progress,complete,Harshavardhan-Org line G4,2012-05-17 11:33:38+00:00,Accepted-In Progress,Harshavardhan,Org line G4,1-719199254,Variant 316,316,Fluxicon Disco
6262,Completed-Closed,complete,Harshavardhan-Org line G4,2012-05-17 11:34:01+00:00,Completed-Closed,Harshavardhan,Org line G4,1-719199254,Variant 316,316,Fluxicon Disco
6263,Accepted-In Progress,complete,Ewa-Org line G3,2012-04-16 12:39:03+00:00,Accepted-In Progress,Ewa,Org line G3,1-719210927,Variant 1,1,Fluxicon Disco
6264,Completed-Closed,complete,Ewa-Org line G3,2012-04-16 12:47:43+00:00,Completed-Closed,Ewa,Org line G3,1-719210927,Variant 1,1,Fluxicon Disco
6265,Accepted-In Progress,complete,James-Org line V11,2012-04-16 19:37:39+00:00,Accepted-In Progress,James,Org line V11,1-719517578,Variant 1,1,Fluxicon Disco
6266,Completed-Closed,complete,James-Org line V11,2012-04-24 13:30:27+00:00,Completed-Closed,James,Org line V11,1-719517578,Variant 1,1,Fluxicon Disco
6267,Accepted-In Progress,complete,Murali-Org line B,2012-04-17 05:46:35+00:00,Accepted-In Progress,Murali,Org line B,1-719999163,Variant 1,1,Fluxicon Disco
6268,Completed-Closed,complete,Murali-Org line B,2012-05-16 03:48:11+00:00,Completed-Closed,Murali,Org line B,1-719999163,Variant 1,1,Fluxicon Disco
6269,Accepted-In Progress,complete,Charlotte-Org line G4,2012-04-17 07:01:12+00:00,Accepted-In Progress,Charlotte,Org line G4,1-720000146,Variant 5,5,Fluxicon Disco
6270,Queued-Awaiting Assignment,complete,Charlotte-Org line G4,2012-04-17 07:03:17+00:00,Queued-Awaiting Assignment,Charlotte,Org line G4,1-720000146,Variant 5,5,Fluxicon Disco
6271,Accepted-In Progress,complete,Charlotte-Org line G4,2012-04-25 13:44:11+00:00,Accepted-In Progress,Charlotte,Org line G4,1-720000146,Variant 5,5,Fluxicon Disco
6272,Completed-Closed,complete,Charlotte-Org line G4,2012-04-25 13:49:11+00:00,Completed-Closed,Charlotte,Org line G4,1-720000146,Variant 5,5,Fluxicon Disco
6273,Accepted-In Progress,complete,Johan-Org line C,2012-04-17 07:51:27+00:00,Accepted-In Progress,Johan,Org line C,1-720041655,Variant 1,1,Fluxicon Disco
6274,Completed-Closed,complete,Johan-Org line C,2012-04-17 08:38:11+00:00,Completed-Closed,Johan,Org line C,1-720041655,Variant 1,1,Fluxicon Disco
6275,Accepted-In Progress,complete,Krzysztof-Org line A2,2012-04-17 08:12:34+00:00,Accepted-In Progress,Krzysztof,Org line A2,1-720069371,Variant 50,50,Fluxicon Disco
6276,Accepted-Wait,complete,Krzysztof-Org line A2,2012-04-17 11:57:02+00:00,Accepted-Wait,Krzysztof,Org line A2,1-720069371,Variant 50,50,Fluxicon Disco
6277,Accepted-In Progress,complete,Krzysztof-Org line A2,2012-04-17 13:41:01+00:00,Accepted-In Progress,Krzysztof,Org line A2,1-720069371,Variant 50,50,Fluxicon Disco
6278,Accepted-Wait,complete,Krzysztof-Org line A2,2012-04-17 15:23:39+00:00,Accepted-Wait,Krzysztof,Org line A2,1-720069371,Variant 50,50,Fluxicon Disco
6279,Accepted-In Progress,complete,Krzysztof-Org line A2,2012-04-19 08:11:58+00:00,Accepted-In Progress,Krzysztof,Org line A2,1-720069371,Variant 50,50,Fluxicon Disco
6280,Accepted-Wait,complete,Krzysztof-Org line A2,2012-04-19 11:50:15+00:00,Accepted-Wait,Krzysztof,Org line A2,1-720069371,Variant 50,50,Fluxicon Disco
6281,Completed-Closed,complete,Krzysztof-Org line A2,2012-05-14 07:55:22+00:00,Completed-Closed,Krzysztof,Org line A2,1-720069371,Variant 50,50,Fluxicon Disco
6282,Accepted-In Progress,complete,Ewa-Org line G3,2012-04-17 09:19:39+00:00,Accepted-In Progress,Ewa,Org line G3,1-720110557,Variant 1,1,Fluxicon Disco
6283,Completed-Closed,complete,Ewa-Org line G3,2012-04-17 09:25:37+00:00,Completed-Closed,Ewa,Org line G3,1-720110557,Variant 1,1,Fluxicon Disco
6284,Accepted-In Progress,complete,Daniel-Org line C,2012-04-17 15:06:27+00:00,Accepted-In Progress,Daniel,Org line C,1-720457477,Variant 1,1,Fluxicon Disco
6285,Completed-Closed,complete,Daniel-Org line C,2012-05-23 13:39:52+00:00,Completed-Closed,Daniel,Org line C,1-720457477,Variant 1,1,Fluxicon Disco
6286,Accepted-In Progress,complete,Venkanna-Org line C,2012-04-18 08:19:44+00:00,Accepted-In Progress,Venkanna,Org line C,1-722041657,Variant 1,1,Fluxicon Disco
6287,Completed-Closed,complete,Venkanna-Org line C,2012-04-23 08:52:52+00:00,Completed-Closed,Venkanna,Org line C,1-722041657,Variant 1,1,Fluxicon Disco
6288,Accepted-In Progress,complete,Karin-Org line C,2012-04-18 08:38:50+00:00,Accepted-In Progress,Karin,Org line C,1-722098557,Variant 1,1,Fluxicon Disco
6289,Completed-Closed,complete,Karin-Org line C,2012-05-04 11:01:00+00:00,Completed-Closed,Karin,Org line C,1-722098557,Variant 1,1,Fluxicon Disco
6290,Accepted-In Progress,complete,Andreas-Org line C,2012-04-18 10:16:00+00:00,Accepted-In Progress,Andreas,Org line C,1-722201158,Variant 1,1,Fluxicon Disco
6291,Completed-Closed,complete,Andreas-Org line C,2012-05-23 12:31:30+00:00,Completed-Closed,Andreas,Org line C,1-722201158,Variant 1,1,Fluxicon Disco
6292,Accepted-In Progress,complete,Ewa-Org line G3,2012-04-18 12:18:03+00:00,Accepted-In Progress,Ewa,Org line G3,1-722334217,Variant 1,1,Fluxicon Disco
6293,Completed-Closed,complete,Ewa-Org line G3,2012-04-18 12:24:14+00:00,Completed-Closed,Ewa,Org line G3,1-722334217,Variant 1,1,Fluxicon Disco
6294,Accepted-In Progress,complete,Ewa-Org line G3,2012-04-18 12:25:44+00:00,Accepted-In Progress,Ewa,Org line G3,1-722334434,Variant 1,1,Fluxicon Disco
6295,Completed-Closed,complete,Ewa-Org line G3,2012-04-18 12:26:55+00:00,Completed-Closed,Ewa,Org line G3,1-722334434,Variant 1,1,Fluxicon Disco
6296,Accepted-In Progress,complete,Praveen-Org line C,2012-04-18 19:54:43+00:00,Accepted-In Progress,Praveen,Org line C,1-722674364,Variant 317,317,Fluxicon Disco
6297,Queued-Awaiting Assignment,complete,Praveen-Org line C,2012-04-18 20:00:28+00:00,Queued-Awaiting Assignment,Praveen,Org line C,1-722674364,Variant 317,317,Fluxicon Disco
6298,Accepted-In Progress,complete,Abhimanyu-Org line C,2012-04-18 21:21:45+00:00,Accepted-In Progress,Abhimanyu,Org line C,1-722674364,Variant 317,317,Fluxicon Disco
6299,Queued-Awaiting Assignment,complete,Prasad-Org line C,2012-04-18 21:45:24+00:00,Queued-Awaiting Assignment,Prasad,Org line C,1-722674364,Variant 317,317,Fluxicon Disco
6300,Queued-Awaiting Assignment,complete,Praveen-Org line C,2012-04-19 06:51:30+00:00,Queued-Awaiting Assignment,Praveen,Org line C,1-722674364,Variant 317,317,Fluxicon Disco
6301,Accepted-In Progress,complete,Arun-Org line C,2012-04-25 15:54:42+00:00,Accepted-In Progress,Arun,Org line C,1-722674364,Variant 317,317,Fluxicon Disco
6302,Queued-Awaiting Assignment,complete,Martin-Org line C,2012-04-25 15:58:49+00:00,Queued-Awaiting Assignment,Martin,Org line C,1-722674364,Variant 317,317,Fluxicon Disco
6303,Accepted-Assigned,complete,Stephen-Org line C,2012-05-07 12:13:40+00:00,Accepted-Assigned,Stephen,Org line C,1-722674364,Variant 317,317,Fluxicon Disco
6304,Queued-Awaiting Assignment,complete,Krzysztof-Org line A2,2012-05-07 12:45:40+00:00,Queued-Awaiting Assignment,Krzysztof,Org line A2,1-722674364,Variant 317,317,Fluxicon Disco
6305,Accepted-Assigned,complete,Maciej-Org line A2,2012-05-07 14:26:17+00:00,Accepted-Assigned,Maciej,Org line A2,1-722674364,Variant 317,317,Fluxicon Disco
6306,Accepted-In Progress,complete,Maciej-Org line A2,2012-05-08 08:16:03+00:00,Accepted-In Progress,Maciej,Org line A2,1-722674364,Variant 317,317,Fluxicon Disco
6307,Completed-Closed,complete,Maciej-Org line A2,2012-05-08 08:19:49+00:00,Completed-Closed,Maciej,Org line A2,1-722674364,Variant 317,317,Fluxicon Disco
6308,Accepted-In Progress,complete,Edward-Org line C,2012-04-18 21:31:13+00:00,Accepted-In Progress,Edward,Org line C,1-722742993,Variant 3,3,Fluxicon Disco
6309,Accepted-Wait,complete,Edward-Org line C,2012-04-19 17:51:03+00:00,Accepted-Wait,Edward,Org line C,1-722742993,Variant 3,3,Fluxicon Disco
6310,Completed-Closed,complete,Edward-Org line C,2012-04-23 14:52:04+00:00,Completed-Closed,Edward,Org line C,1-722742993,Variant 3,3,Fluxicon Disco
6311,Accepted-In Progress,complete,Anson-Org line A2,2012-04-19 03:54:27+00:00,Accepted-In Progress,Anson,Org line A2,1-722688743,Variant 5,5,Fluxicon Disco
